ID	CLPA	PBASE	TYPE	PLACE	MANNER	VOICE	MODIFICATIONS
1	n̟	n̟	consonant	advanced_alveolar	nasal	voiced	plain
2	n̟ʲ	n̟ʲ	consonant	advanced_alveolar	nasal	voiced	palatalized
3	r̟	r̟	consonant	advanced_alveolar	trill	voiced	plain
4	r̟ʲ	r̟ʲ	consonant	advanced_alveolar	trill	voiced	palatalized
5	l̟ʲ	l̟ʲ	consonant	advanced_lateral	lateral_approximant	voiced	palatalized
6	l̟	l̟	consonant	advanced_lateral	lateral_approximant	voiced	plain
7	ⁿts	ⁿts	consonant	alveolar	affricate	voiceless	prenasalized
8	tzˀ	tzʼ	consonant	alveolar	affricate	voiceless_to_voiced	glottalized
9	ts̀	ts̀	consonant	alveolar	affricate	voiceless	tense
10	tsʰʷ	tswʰ,tsʰʷ	consonant	alveolar	affricate	voiceless	aspirated_labialized
11	dzʰ	dzʰ	consonant	alveolar	affricate	voiced	aspirated
12	ⁿtsˀ	ⁿtsʼ	consonant	alveolar	affricate	voiceless	glottalized_prenasalized
13	tsʰ	tsʰ	consonant	alveolar	affricate	voiceless	aspirated
14	dzʲ	dzʲ	consonant	alveolar	affricate	voiced	palatalized
15	ts	ts	consonant	alveolar	affricate	voiceless	plain
16	tsˀ	tsʼ	consonant	alveolar	affricate	voiceless	glottalized
17	tsjʰ	tsjʰ	consonant	alveolar	affricate	voiceless	aspirated_palatalized
18	tz	tz	consonant	alveolar	affricate	voiceless_to_voiced	plain
19	dzʷ	dzʷ	consonant	alveolar	affricate	voiced	labialized
20	dz	dz	consonant	alveolar	affricate	voiced	plain
21	ᵐts	ts	consonant	alveolar	affricate	voiceless	labial_prenasalized
21	ᵐts	ts	consonant	alveolar	affricate	voiceless	labial_prenasalized
23	tsˀʷ	tsʼʷ	consonant	alveolar	affricate	voiceless	glottalized_labialized
24	dzˀ	dzʼ	consonant	alveolar	affricate	voiced	glottalized
25	tsʲ	tsʲ	consonant	alveolar	affricate	voiceless	palatalized
26	tːs		consonant	alveolar	affricate	voiceless_long	plain
27	ⁿdz	ⁿdz	consonant	alveolar	affricate	voiced	prenasalized
28	ᵐdz	dz	consonant	alveolar	affricate	voiced	labial_prenasalized
29	tsʷ	tsʷ	consonant	alveolar	affricate	voiceless	labialized
30	ɹː	ɹː	consonant	alveolar	approximant	voiced_long	plain
31	ɹ	ɹ	consonant	alveolar	approximant	voiced	plain
32	nkǃ	nkǃ	consonant	alveolar	click	voiceless	alveolar_prenasalized
33	gǃ	ɡǃ	consonant	alveolar	click	voiced	plain
34	ǃ	ǃ	consonant	alveolar	click	voiceless	plain
35	ǃʔ	ǃʔ	consonant	alveolar	click	voiceless	glottalized
36	ǃx	ǃx	consonant	alveolar	click	voiceless	x_accompaniment
37	ǃqʰ	ǃqʰ	consonant	alveolar	click	voiceless	aspirated_q_accompaniment
38	ǃkxʔ	ǃkxʔ	consonant	alveolar	click	voiceless	glottalized_kx_accompaniment
39	gǃkx	ɡǃkx	consonant	alveolar	click	voiced	kx_accompaniment
40	ǃq	ǃq	consonant	alveolar	click	voiceless	q_accompaniment
41	gǃʰ	ɡǃʰ	consonant	alveolar	click	voiced	aspirated
42	ʔʘn	ʔʘn	consonant	alveolar	click	voiceless	glottalized_prenasalized
43	ǃr	ǃr	consonant	alveolar	click	voiceless	r_accompaniment
44	lǃ	lǃ	consonant	alveolar	click	voiced	l_accompaniment
45	ǃt	ǃt	consonant	alveolar	click	voiceless	t_accompaniment
46	ǃʰ	ǃʰ	consonant	alveolar	click	voiceless	aspirated
47	ǃʃ	ǃʃ	consonant	alveolar	click	voiceless	S_accompaniment
48	ⁿǃ	nǃ	consonant	alveolar	click	voiceless	prenasalized
49	ǃⁿ̥	ǃn̥	consonant	alveolar	click	voiceless	voiceless_nasalized
50	gǃx	ɡǃx	consonant	alveolar	click	voiced	x_accompaniment
51	mǃG	mǃG	consonant	alveolar	click	voiceless	labial_prenasalized_G_accompaniment
52	ǃqʔ	ǃqʔ	consonant	alveolar	click	voiceless	glottalized_q_accompaniment
53	ʔǃn	ʔǃn	consonant	alveolar	click	voiceless	nasalized_preglottalized
54	ǃs	ǃs	consonant	alveolar	click	voiceless	s_accompaniment
55	ǃn	ǃn	consonant	alveolar	click	voiceless	nasalized
56	ǃd	ǃd	consonant	alveolar	click	voiceless	d_accompaniment
57	ⁿgǃ	nɡǃ	consonant	alveolar	click	voiced	prenasalized
58	ǃʒ	ǃʒ	consonant	alveolar	click	voiceless	Z_accompaniment
59	ǃz	ǃz	consonant	alveolar	click	voiceless	z_accompaniment
60	tʼ	t',tʼ	consonant	alveolar	ejective	voiceless	plain
61	tʼʷ	tʼʷ	consonant	alveolar	ejective	voiceless	labialized
62	dʼ	dʼ	consonant	alveolar	ejective	voiced	plain
63	ɾʲ	ɾʲ	consonant	alveolar	flap	voiced	palatalized
64	ɾˤ	ɾˤ	consonant	alveolar	flap	voiced	pharyngealized
65	ɾ	ɾ	consonant	alveolar	flap	voiced	plain
66	ɾ̃	ɾ̃	consonant	alveolar	flap	voiced	nasalized
67	ⁿz	ⁿz	consonant	alveolar	fricative	voiced	prenasalized
68	s̀	s̀	consonant	alveolar	fricative	voiceless	tense
69	š	š	consonant	alveolar	fricative	voiceless	trilled
70	sʰ	sʰ	consonant	alveolar	fricative	voiceless	aspirated
71	sː	sː	consonant	alveolar	fricative	voiceless_long	plain
72	zʰ		consonant	alveolar	fricative	voiced	aspirated
73	nzʷ	nzʷ	consonant	alveolar	fricative	voiced	labialized_prenasalized
74	ʃˀʷ	ʃʼʷ	consonant	alveolar	fricative	voiceless	glottalized_labialized
75	sˀ	sʼ	consonant	alveolar	fricative	voiceless	glottalized
76	z̤	z̤	consonant	alveolar	fricative	breathy	plain
77	sˠ	sˠ	consonant	alveolar	fricative	voiceless	velarized
78	sʷ	sʷ	consonant	alveolar	fricative	voiceless	labialized
79	z	z	consonant	alveolar	fricative	voiced	plain
80	zʷ	zʷ	consonant	alveolar	fricative	voiced	labialized
81	sᶣ	sɥ	consonant	alveolar	fricative	voiceless	labiopalatalized
82	zˤ	zˤ	consonant	alveolar	fricative	voiced	pharyngealized
83	zʲ	zʲ	consonant	alveolar	fricative	voiced	palatalized
84	ⁿ̥s	n̥s	consonant	alveolar	fricative	voiceless	voiceless_prenasalized
85	sˤ	sˤ	consonant	alveolar	fricative	voiceless	pharyngealized
86	ⁿs	ⁿs	consonant	alveolar	fricative	voiceless	prenasalized
87	zˀ	zʼ	consonant	alveolar	fricative	voiced	glottalized
88	s	s	consonant	alveolar	fricative	voiceless	plain
89	sʲ	sʲ	consonant	alveolar	fricative	voiceless	palatalized
90	ɗʷ	ɗʷ	consonant	alveolar	implosive	voiced	labialized
91	ɗ̥		consonant	alveolar	implosive	voiced	devoiced
92	ɗ	ɗ	consonant	alveolar	implosive	voiced	plain
93	n̏	n̏	consonant	alveolar	nasal	voiced	heavy
94	n̥	n̥	consonant	alveolar	nasal	voiceless	plain
95	nˀ	n’	consonant	alveolar	nasal	voiced	glottalized
96	n̩	n̩	consonant	alveolar	nasal	voiced	syllabic
97	nʰ	nʰ	consonant	alveolar	nasal	voiced	aspirated
98	n̤	n̤	consonant	alveolar	nasal	breathy	plain
99	nʷ	nʷ	consonant	alveolar	nasal	voiced	labialized
100	nʲ	nʲ	consonant	alveolar	nasal	voiced	palatalized
101	ˀn	ʔn	consonant	alveolar	nasal	voiced	preglottalized
102	nˤː	nˤː	consonant	alveolar	nasal	voiced_long	pharyngealized
103	nˤ	nˤ	consonant	alveolar	nasal	voiced	pharyngealized
104	n̂	n̂	consonant	alveolar	nasal	voiced	lax
105	nː	nː	consonant	alveolar	nasal	voiced_long	plain
106	n	n	consonant	alveolar	nasal	voiced	plain
107	ˀd	ʔd	consonant	alveolar	stop	voiced	preglottalized
108	d̥	d̥	consonant	alveolar	stop	devoiced	plain
109	t̂	t̂	consonant	alveolar	stop	voiceless	lenis
110	tʲˀ	tʲʼ	consonant	alveolar	stop	voiceless	glottalized_palatalized
111	dˠ	dˠ	consonant	alveolar	stop	voiced	velarized
112	ⁿd̥	nd̥	consonant	alveolar	stop	devoiced	prenasalized
113	ᵐt	t	consonant	alveolar	stop	voiceless	labial_prenasalized
114	tʲ	tʲ	consonant	alveolar	stop	voiceless	palatalized
115	tʱ	tɦ	consonant	alveolar	stop	voiceless	voiced_aspirated
116	ⁿd	ⁿd	consonant	alveolar	stop	voiced	prenasalized
117	d̥ʰ		consonant	alveolar	stop	devoiced	aspirated
118	d̤		consonant	alveolar	stop	breathy	plain
119	t	t	consonant	alveolar	stop	voiceless	plain
120	tˡ		consonant	alveolar	stop	voiceless	lateral
121	tˡˀ		consonant	alveolar	stop	voiceless	lateral_glottalized
122	tⁿ	tⁿ	consonant	alveolar	stop	voiceless	postnasalized
123	ⁿdʷ	ⁿdʷ	consonant	alveolar	stop	voiced	labialized_prenasalized
124	ᵐd	d	consonant	alveolar	stop	voiced	labial_prenasalized
125	dʰ	dʰ	consonant	alveolar	stop	voiced	aspirated
126	ˀt	ʔt	consonant	alveolar	stop	voiceless	preglottalized
127	dˤ	dˤ	consonant	alveolar	stop	voiced	pharyngealized
128	dʲ	dʲ	consonant	alveolar	stop	voiced	palatalized
129	tː	tː	consonant	alveolar	stop	voiceless_long	plain
130	dʷ	dʷ	consonant	alveolar	stop	voiced	labialized
131	t̀	t̀	consonant	alveolar	stop	voiceless	tense
132	dː		consonant	alveolar	stop	voiced_long	plain
133	tˤ	tˤ	consonant	alveolar	stop	voiceless	pharyngealized
134	tʲʰ	tʲʰ	consonant	alveolar	stop	voiceless	aspirated_palatalized
135	d̏	d̏	consonant	alveolar	stop	voiced	heavy
136	tʷ	tʷ	consonant	alveolar	stop	voiceless	labialized
137	tʰ	tʰ	consonant	alveolar	stop	voiceless	aspirated
138	d̤ː		consonant	alveolar	stop	breathy_long	plain
139	ⁿt	ⁿt	consonant	alveolar	stop	voiceless	prenasalized
140	d̂	d̂	consonant	alveolar	stop	voiced	lenis
141	ⁿdʲ	ⁿdʲ	consonant	alveolar	stop	voiced	palatalized_prenasalized
142	tr	tr	consonant	alveolar	stop	voiceless	rhotic
143	ⁿtʰ	ⁿtʰ	consonant	alveolar	stop	voiceless	aspirated_prenasalized
144	d	d	consonant	alveolar	stop	voiced	plain
145	dˡ		consonant	alveolar	stop	voiced	lateral
146	tʰʷ	tʰʷ	consonant	alveolar	stop	voiceless	aspirated_labialized
147	tˠ	tˠ	consonant	alveolar	stop	voiceless	velarized
148	d̀	d̀	consonant	alveolar	stop	voiced	tense
149	ŋtw	ŋtw	consonant	alveolar	stop	voiceless	labialized_velar_prenasalized
150	rˀ	rʼ	consonant	alveolar	trill	voiced	glottalized
151	ⁿr	ⁿr	consonant	alveolar	trill	voiced	prenasalized
152	r	r	consonant	alveolar	trill	voiced	plain
153	r̩		consonant	alveolar	trill	voiced	syllabic
154	r̥	r̥	consonant	alveolar	trill	voiceless	plain
155	rˤː	rˤː	consonant	alveolar	trill	voiced_long	pharyngealized
156	rʰ	rʰ	consonant	alveolar	trill	voiced	aspirated
157	ř	ř	consonant	alveolar	trill	voiced	strident
158	r̥ʰ	r̥ʰ	consonant	alveolar	trill	voiceless	aspirated
159	rˤ	rˤ	consonant	alveolar	trill	voiced	pharyngealized
160	r̃	r̃	consonant	alveolar	trill	voiced	nasalized
161	rː	rː	consonant	alveolar	trill	voiced_long	plain
162	rʷ	rʷ	consonant	alveolar	trill	voiced	labialized
163	rʲ	rʲ	consonant	alveolar	trill	voiced	palatalized
164	tɕᶣ	tɕɥ	consonant	alveolar_to_alveolopalatal	affricate	voiceless	labiopalatalized
165	ⁿdβ	ⁿdβ	consonant	alveolar_to_bilabial	affricate	voiced	prenasalized
166	dβ	dβ	consonant	alveolar_to_bilabial	affricate	voiced	plain
167	tɸʰ	tɸʰ	consonant	alveolar_to_bilabial	affricate	voiceless	aspirated
168	ⁿtɸ	ⁿtɸ	consonant	alveolar_to_bilabial	affricate	voiceless	prenasalized
169	tθˀ	tθʼ	consonant	alveolar_to_dental	affricate	voiceless	glottalized
170	dð	dð	consonant	alveolar_to_interdental	affricate	voiced	plain
171	tθ	tθ	consonant	alveolar_to_interdental	affricate	voiceless	plain
172	tçʰ	tçʰ	consonant	alveolar_to_palatal	affricate	voiceless	aspirated
173	tç	tç	consonant	alveolar_to_palatal	affricate	voiceless	plain
174	dʝ	dʝ	consonant	alveolar_to_palatal	affricate	voiced	plain
175	dʐ	dʐ	consonant	alveolar_to_retroflex	affricate	voiced	plain
176	tʂ	tʂ	consonant	alveolar_to_retroflex	affricate	voiceless	plain
177	tʂʰ		consonant	alveolar_to_retroflex	affricate	voiceless	aspirated
178	tʂˀ	tʂʼ	consonant	alveolar_to_retroflex	affricate	voiceless	glottalized
179	dɣw	dɣw	consonant	alveolar_to_velar	affricate	voiced	labialized
180	tx	tx	consonant	alveolar_to_velar	affricate	voiceless	plain
181	dx	dx	consonant	alveolar_to_velar	affricate	voiced_to_voiceless	plain
182	dzˀkxʼ	dzʼkxʼ	consonant	alveolar_to_velar	affricate_to_affricate	voiced_to_voiceless	glottalized
183	tsˀkxʼ	tsʼkxʼ	consonant	alveolar_to_velar	affricate_to_affricate	voiceless	glottalized
184	tsx	tsx	consonant	alveolar_to_velar	affricate_to_fricative	voiceless	plain
185	dzɣw	dzɣw	consonant	alveolar_to_velar	affricate_to_fricative	voiced	labialized
186	dzx	dzx	consonant	alveolar_to_velar	affricate_to_fricative	voiced_to_voiceless	plain
187	tskʷ	ts͡kʷ	consonant	alveolar_to_velar	affricate_to_stop	voiceless	labialized
188	tʼkxˀ	tʼkxʼ	consonant	alveolar_to_velar	ejective_to_affricate	voiceless	glottalized
189	dʼkxˀ	dʼkxʼ	consonant	alveolar_to_velar	ejective_to_affricate	voiced_to_voiceless	glottalized
190	zʷɣw	zʷ͡ɣw	consonant	alveolar_to_velar	fricative	voiced	labialized_labialized
191	zɣw	z͡ɣw	consonant	alveolar_to_velar	fricative	voiced	labialized
192	skʷ	s͡kʷ	consonant	alveolar_to_velar	fricative_to_stop	voiceless	labialized
193	nŋw	nŋw	consonant	alveolar_to_velar	nasal	voiced	labialized
194	rɣw	r͡ɣw	consonant	alveolar_to_velar	trill_to_affricate	voiced	labialized
195	dʑᶣ	dʑɥ	consonant	alveolopalatal	affricate	voiced	labiopalatalized
196	dʑ	dʑ	consonant	alveolopalatal	affricate	voiced	plain
197	tːʃ		consonant	postalveolar	affricate	voiceless_long	plain
198	tɕʰ	tɕʰ	consonant	alveolopalatal	affricate	voiceless	aspirated
199	tɕ	tɕ	consonant	alveolopalatal	affricate	voiceless	plain
200	tːʃː	tːʃː	consonant	alveolopalatal	affricate	voiceless_extra_long	plain
201	tːɕ	tːʃ	consonant	alveolopalatal	affricate	voiceless_long	plain
202	ʑ	ʑ	consonant	alveolopalatal	fricative	voiced	plain
203	ɕ	ɕ	consonant	alveolopalatal	fricative	voiceless	plain
204	ɕᶣ	ɕɥ	consonant	alveolopalatal	fricative	voiceless	labiopalatalized
205	ɕʰ	ɕʰ	consonant	alveolopalatal	fricative	voiceless	aspirated
206	pɸ	pɸ	consonant	bilabial	affricate	voiceless	plain
207	ʘx	ʘx	consonant	bilabial	click	voiceless	x_accompaniment
208	ʘ	ʘ	consonant	bilabial	click	voiceless	plain
209	ʘq	ʘq	consonant	bilabial	click	voiceless	q_accompaniment
210	gʘx	ɡʘx	consonant	bilabial	click	voiced	x_accompaniment
211	gʘkx	ɡʘkx	consonant	bilabial	click	voiced	kx_accompaniment
212	ʘqʔ	ʘqʔ	consonant	bilabial	click	voiceless	glottalized_q_accompaniment
213	p<	p<	consonant	bilabial	click	voiceless	pulmonic_ingressive
214	ʘn	ʘn	consonant	bilabial	click	voiceless	nasalized
215	gʘ	ɡʘ	consonant	bilabial	click	voiced	plain
216	mʘG	mʘG	consonant	bilabial	click	voiceless	labial_prenasalized_G_accompaniment
217	ʘqʰ	ʘqʰ	consonant	bilabial	click	voiceless	aspirated_q_accompaniment
218	gʘʰ	ɡʘʰ	consonant	bilabial	click	voiced	aspirated
219	ʘⁿ̥	ʘn̥	consonant	bilabial	click	voiceless	voiceless_nasalized
220	ʘʔ	ʘʔ	consonant	bilabial	click	voiceless	glottalized
221	ʘkxʔ	ʘkxʔ	consonant	bilabial	click	voiceless	glottalized_kx_accompaniment
222	ʘʰ	ʘʰ	consonant	bilabial	click	voiceless	aspirated
223	pʼ	pʼ	consonant	bilabial	ejective	voiceless	plain
224	pʼˤ	pʼˤ	consonant	bilabial	ejective	voiceless	pharyngealized
225	ɸ	ɸ	consonant	bilabial	fricative	voiceless	plain
226	β	β	consonant	bilabial	fricative	voiced	plain
227	ᵐv	v	consonant	bilabial	fricative	voiced	prenasalized
228	ɓ	ɓ	consonant	bilabial	implosive	voiced	plain
229	ɓ̥	ɓ̥	consonant	bilabial	implosive	voiceless	plain
230	ɓʷ	ɓʷ	consonant	bilabial	implosive	voiced	labialized
231	ɓ̥ˠ	ɓ̥ˠ	consonant	bilabial	implosive	voiceless	velarized
232	ˀm	ʔm	consonant	bilabial	nasal	voiced	preglottalized
233	mˠ	mˠ	consonant	bilabial	nasal	voiced	velarized
234	m̩	m̩	consonant	bilabial	nasal	voiced	syllabic
235	mˤ	mˤ	consonant	bilabial	nasal	voiced	pharyngealized
236	m̥	m̥	consonant	bilabial	nasal	voiceless	plain
237	mʷ	mʷ	consonant	bilabial	nasal	voiced	labialized
238	mˡ	mˡ	consonant	bilabial	nasal	voiced	lateral
239	m̥ʰ	m̥ʰ	consonant	bilabial	nasal	voiceless	aspirated
240	m	m	consonant	bilabial	nasal	voiced	plain
241	mʲ	mʲ	consonant	bilabial	nasal	voiced	palatalized
242	m̏	m̏	consonant	bilabial	nasal	voiced	heavy
243	mː	mː	consonant	bilabial	nasal	voiced_long	plain
244	mʰ	mʰ	consonant	bilabial	nasal	voiced	aspirated
245	m̤	m̤	consonant	bilabial	nasal	breathy	plain
246	m̂	m̂	consonant	bilabial	nasal	voiced	lenis
247	m<	m<	consonant	bilabial	nasal	voiced	pulmonic_ingressive
248	mˀ	mʼ	consonant	bilabial	nasal	voiced	glottalized
249	βm	mβ,βm	consonant	bilabial	nasal_spirant	voiced	plain
249	βm	mβ,βm	consonant	bilabial	nasal_spirant	voiced	plain
251	ˀb	ʔb	consonant	bilabial	stop	voiced	preglottalized
252	b̀	b̀	consonant	bilabial	stop	voiced	tense
253	ᵐpˀ	pʼ	consonant	bilabial	stop	voiceless	glottalized_prenasalized
254	ᵐb	b	consonant	bilabial	stop	voiced	prenasalized
255	b̏	b̏	consonant	bilabial	stop	voiced	heavy
256	b	b	consonant	bilabial	stop	voiced	plain
257	pʱ	pɦ	consonant	bilabial	stop	voiceless	voiced_aspirated
258	pᵐ	p	consonant	bilabial	stop	voiceless	postnasalized
259	pʷ	pʷ	consonant	bilabial	stop	voiceless	labialized
260	b*	b*	consonant	bilabial	stop	voiced	lax
261	pː	pː	consonant	bilabial	stop	voiceless_long	plain
262	p*	p*	consonant	bilabial	stop	voiceless	lax
263	pʰ	pʰ	consonant	bilabial	stop	voiceless	aspirated
264	ᵐbʷ	bʷ	consonant	bilabial	stop	voiced	labialized_prenasalized
265	bʲ	bʲ	consonant	bilabial	stop	voiced	palatalized
266	pˠ	pˠ	consonant	bilabial	stop	voiceless	velarized
267	pʲʰ	pʲʰ	consonant	bilabial	stop	voiceless	aspirated_palatalized
268	bʰ	bʰ	consonant	bilabial	stop	voiced	aspirated
269	bˀ	bʼ	consonant	bilabial	stop	voiced	glottalized
270	b̂	b̂	consonant	bilabial	stop	voiced	lenis
271	pʷˀ	pʷʼ	consonant	bilabial	stop	voiceless	glottalized_labialized
272	pʲ	pʲ	consonant	bilabial	stop	voiceless	palatalized
273	bˤ	bˤ	consonant	bilabial	stop	voiced	pharyngealized
274	ᵐbʲ	bʲ	consonant	bilabial	stop	voiced	palatalized_prenasalized
275	ᵐpʰ	pʰ	consonant	bilabial	stop	voiceless	aspirated_prenasalized
276	bˡ	bˡ	consonant	bilabial	stop	voiced	lateral
277	ᵐp	p	consonant	bilabial	stop	voiceless	prenasalized
278	bʷ	bʷ	consonant	bilabial	stop	voiced	labialized
279	ᵐb̥	mb̥	consonant	bilabial	stop	devoiced	prenasalized
280	b̤		consonant	bilabial	stop	breathy	plain
281	pˤ	pˤ	consonant	bilabial	stop	voiceless	pharyngealized
282	b̥	b̥	consonant	bilabial	stop	devoiced	plain
283	bː	bː	consonant	bilabial	stop	voiced_long	plain
284	pʰʷ	pʰʷ	consonant	bilabial	stop	voiceless	aspirated_labialized
285	b̥ʰ		consonant	bilabial	stop	devoiced	aspirated
286	ˀp	ʔp	consonant	bilabial	stop	voiceless	preglottalized
287	pˡ	pˡ	consonant	bilabial	stop	voiceless	lateral
288	p̀	p̀	consonant	bilabial	stop	voiceless	tense
289	ᵑb	b	consonant	bilabial	stop	voiced	velar_prenasalized
290	p	p	consonant	bilabial	stop	voiceless	plain
291	ʙ	ʙ	consonant	bilabial	trill	voiced	plain
292	bz	bz	consonant	bilabial_to_alveolar	affricate	voiced	plain
293	ps	ps	consonant	bilabial_to_alveolar	affricate	voiceless	plain
294	mnl	mnl	consonant	bilabial_to_alveolar	nasal	voiced	lateral
295	pt	p͡t	consonant	bilabial_to_alveolar	stop	voiceless	plain
296	bd	b͡d	consonant	bilabial_to_alveolar	stop	voiced	plain
297	pts	p͡ts	consonant	bilabial_to_alveolar	stop_to_affricate	voiceless	plain
298	bdz	b͡dz	consonant	bilabial_to_alveolar	stop_to_affricate	voiced	plain
299	bɗ	b͡ɗ	consonant	bilabial_to_alveolar	stop_to_implosive	voiced	plain
300	bɮ	bɮ	consonant	bilabial_to_lateral	affricate	voiced	plain
301	pʃˀ	pʃʼ	consonant	bilabial_to_postalveolar	affricate	voiceless	glottalized
302	bʒ	bʒ	consonant	bilabial_to_postalveolar	affricate	voiced	plain
303	pʃʰ	pʃʰ	consonant	bilabial_to_postalveolar	affricate	voiceless	aspirated
304	bdʒ	b͡dʒ	consonant	bilabial_to_postalveolar	stop_to_affricate	voiced	plain
305	btʃ	b͡tʃ	consonant	bilabial_to_postalveolar	stop_to_affricate	voiced_to_voiceless	plain
306	mŋ	m͡ŋ	consonant	bilabial_to_velar	nasal	voiced	plain
307	bg	b͡ɡ	consonant	bilabial_to_velar	stop	voiced	plain
308	pk	p͡k	consonant	bilabial_to_velar	stop	voiceless	plain
309	t̪s̪ʰʷ	t̪s̪ʰʷ	consonant	dental	affricate	voiceless	aspirated_labialized
310	t̪s̪ː	t̪s̪ː	consonant	dental	affricate	voiceless_long	plain
311	t̪s̪	t̪s̪	consonant	dental	affricate	voiceless	plain
312	t̪s̪ʱ	t̪s̪ɦ	consonant	dental	affricate	voiceless	voiced_aspirated
313	d̪z̪ʷ	d̪z̪ʷ	consonant	dental	affricate	voiced	labialized
314	t̺s̺ʲ	t̺s̺ʲ	consonant	dental	affricate	voiceless	palatalized
315	d̪z̪ʲ	d̪z̪ʲ	consonant	dental	affricate	voiced	palatalized
316	d̪z̪	d̪z̪	consonant	dental	affricate	voiced	plain
317	t̪s̪ʰ	t̪s̪ʰ	consonant	dental	affricate	voiceless	aspirated
318	t̪s̪ˀ	t̪s̪ʼ	consonant	dental	affricate	voiceless	glottalized
319	ǀs	ǀs	consonant	dental	click	voiceless	affricative
320	ʔǀn	ʔǀn	consonant	dental	click	voiceless	nasalized_preglottalized
321	nkǀ	nkǀ	consonant	dental	click	voiceless	alveolar_prenasalized_k_accompaniment
322	ⁿǀ	nǀ,ⁿǀ	consonant	dental	click	voiceless	prenasalized
323	ǀⁿ̥	ǀn̥	consonant	dental	click	voiceless	voiceless_nasalized
324	mǀG	mǀG	consonant	dental	click	voiceless	labial_prenasalized_G_accompaniment
325	ǀʰ	ǀʰ	consonant	dental	click	voiceless	aspirated
326	ǀkxʔ	ǀkxʔ	consonant	dental	click	voiceless	glottalized_kx_accompaniment
327	gǀ	ɡǀ	consonant	dental	click	voiced	plain
328	ǀqʔ	ǀqʔ	consonant	dental	click	voiceless	glottalized_q_accompaniment
329	ⁿgǀ	nɡǀ	consonant	dental	click	voiced	prenasalized
330	gǀkx	ɡǀkx	consonant	dental	click	voiced	kx_accompaniment
331	ǀʔ	ǀʔ	consonant	dental	click	voiceless	glottalized
332	gǀʰ	ɡǀʰ	consonant	dental	click	voiced	aspirated
332	gǀʰ	ɡǀʰ	consonant	dental	click	voiced	aspirated
334	ǀⁿ	ǀn	consonant	dental	click	voiceless	nasalized
335	ǀx	ǀx	consonant	dental	click	voiceless	x_accompaniment
336	gǀx	ɡǀx	consonant	dental	click	voiced	x_accompaniment
337	ǀqʰ	ǀqʰ	consonant	dental	click	voiceless	aspirated_q_accompaniment
338	ǀq	ǀq	consonant	dental	click	voiceless	q_accompaniment
339	ǀ	ǀ	consonant	dental	click	voiceless	plain
340	t̪ʼ	t̪ʼ	consonant	dental	ejective	voiceless	plain
341	n̪t̪ʼ	n̪t̪ʼ	consonant	dental	ejective	voiceless	prenasalized
342	ɾ̪ˤ	ɾ̪ˤ	consonant	dental	flap	voiced	pharyngealized
343	ɾ̪	ɾ̪	consonant	dental	flap	voiced	plain
344	z̪ˤː	z̪ˤː	consonant	dental	fricative	voiced_long	pharyngealized
345	z̪ː	z̪ː	consonant	dental	fricative	voiced_long	plain
346	s̪ˀ	s̪ʼ	consonant	dental	fricative	voiceless	glottalized
347	s̪ˤ	s̪ˤ	consonant	dental	fricative	voiceless	pharyngealized
348	z̪ʲ	z̪ʲ	consonant	dental	fricative	voiced	palatalized
349	z̪	z̪	consonant	dental	fricative	voiced	plain
350	n̪z̪	n̪z̪	consonant	dental	fricative	voiced	prenasalized
351	s̪ː	s̪ː	consonant	dental	fricative	voiceless_long	plain
352	s̪ˤː	s̪ˤː	consonant	dental	fricative	voiceless_long	pharyngealized
353	z̪ˤ	z̪ˤ	consonant	dental	fricative	voiced	pharyngealized
354	s̪ʲ	s̪ʲ	consonant	dental	fricative	voiceless	palatalized
355	s̪	s̪	consonant	dental	fricative	voiceless	plain
356	ɗ̪	ɗ̪	consonant	dental	implosive	voiced	plain
357	l̪ː	l̪ː	consonant	dental	lateral_approximant	voiced_long	plain
358	l̪ˀ	l̪ʼ	consonant	dental	lateral_approximant	voiced	glottalized
359	l̪ˤ	l̪ˤ	consonant	dental	lateral_approximant	voiced	pharyngealized
360	l̪ˤː	l̪ˤː	consonant	dental	lateral_approximant	voiced_long	pharyngealized
361	l̪	l̪	consonant	dental	lateral_approximant	voiced	plain
362	l̪ʰ	l̪ʰ	consonant	dental	lateral_approximant	voiced	aspirated
363	l̪ʲ	l̪ʲ	consonant	dental	lateral_approximant	voiced	palatalized
364	l̪θ	l̪θ	consonant	dental	lateral_approximant_to_fricative	voiced_to_voiceless	plain
365	n̪ʰ	n̪ʰ	consonant	dental	nasal	voiced	aspirated
366	n̪ʲ	n̪ʲ	consonant	dental	nasal	voiced	palatalized
367	n̪	n̪	consonant	dental	nasal	voiced	plain
368	n̪ː	n̪ː	consonant	dental	nasal	voiced_long	plain
369	n̪ˀ	n̪ʼ	consonant	dental	nasal	voiced	glottalized
370	d̪	d̪	consonant	dental	stop	voiced	plain
371	ⁿd̪	ⁿd̪	consonant	dental	stop	voiced	prenasalized
372	t̪̀	t̪̀	consonant	dental	stop	voiceless	tense
373	t̪ˤː	t̪ˤː	consonant	dental	stop	voiceless_long	pharyngealized
374	t̪ʷ	t̪ʷ	consonant	dental	stop	voiceless	labialized
375	t̪ʲ	t̪ʲ	consonant	dental	stop	voiceless	palatalized
376	ⁿ̪t̪	n̪t̪	consonant	dental	stop	voiceless	prenasalized
